num_date_time,answer
1 2020-08-27 20,8710.813816407132
1 2020-08-27 21,8709.379519901664
1 2020-08-27 22,8711.893507847986
1 2020-08-27 23,8704.174712244905
1 2020-08-28 00,8695.297111061449
1 2020-08-28 01,8683.803027451255
1 2020-08-28 02,8669.290439647742
1 2020-08-28 03,8651.994947578814
1 2020-08-28 04,8637.336716743524
1 2020-08-28 05,8608.264899536554
1 2020-08-28 06,8598.186409299053
1 2020-08-28 07,8628.757803479873
1 2020-08-28 08,8653.83606719787
1 2020-08-28 09,8691.708103967268
1 2020-08-28 10,8736.617236065124
1 2020-08-28 11,8744.806388401972
1 2020-08-28 12,8750.070204405514
1 2020-08-28 13,8764.082081941235
1 2020-08-28 14,8783.254918925644
1 2020-08-28 15,8780.02806389021
1 2020-08-28 16,8776.684322812956
1 2020-08-28 17,8762.43538330705
1 2020-08-28 18,8743.711369368495
1 2020-08-28 19,8746.110767848219
1 2020-08-28 20,8715.310742344684
1 2020-08-28 21,8715.084206328576
1 2020-08-28 22,8715.466046101736
1 2020-08-28 23,8698.078618039293
1 2020-08-29 00,8686.88035615242
1 2020-08-29 01,8679.054730968006
1 2020-08-29 02,8671.503080851242
1 2020-08-29 03,8658.467517924662
1 2020-08-29 04,8635.17182325298
1 2020-08-29 05,8606.372763386324
1 2020-08-29 06,8589.652225164135
1 2020-08-29 07,8617.751671732236
1 2020-08-29 08,8632.889033084186
1 2020-08-29 09,8676.401180772433
1 2020-08-29 10,8673.955665420028
1 2020-08-29 11,8688.280165845219
1 2020-08-29 12,8693.473221319926
1 2020-08-29 13,8702.05241923808
1 2020-08-29 14,8738.598147377208
1 2020-08-29 15,8741.90120253727
1 2020-08-29 16,8740.111297209718
1 2020-08-29 17,8731.04527237114
1 2020-08-29 18,8714.63461094341
1 2020-08-29 19,8697.693504821053
1 2020-08-29 20,8699.87248435409
1 2020-08-29 21,8681.71885366783
1 2020-08-29 22,8683.940983383387
1 2020-08-29 23,8675.175423991814
1 2020-08-30 00,8670.31597073086
1 2020-08-30 01,8661.203849917983
1 2020-08-30 02,8637.828679056754
1 2020-08-30 03,8616.076073956165
1 2020-08-30 04,8599.539254390571
1 2020-08-30 05,8568.365823090866
1 2020-08-30 06,8556.111273511293
1 2020-08-30 07,8572.046903419234
1 2020-08-30 08,8584.324065472541
1 2020-08-30 09,8606.953567259314
1 2020-08-30 10,8640.881853249617
1 2020-08-30 11,8651.238518432474
1 2020-08-30 12,8686.42522335941
1 2020-08-30 13,8693.682790305293
1 2020-08-30 14,8708.821299365389
1 2020-08-30 15,8714.250866492253
1 2020-08-30 16,8713.295874598707
1 2020-08-30 17,8703.794181426301
1 2020-08-30 18,8693.920995814326
1 2020-08-30 19,8703.187485914734
1 2020-08-30 20,8679.96078076659
1 2020-08-30 21,8675.185543877114
1 2020-08-30 22,8662.110571614523
1 2020-08-30 23,8631.883080905705
1 2020-08-31 00,8578.781998944336
1 2020-08-31 01,8566.175715244515
1 2020-08-31 02,8551.639334034899
1 2020-08-31 03,8537.757622454863
1 2020-08-31 04,8533.254660338856
1 2020-08-31 05,8512.85107094651
1 2020-08-31 06,8510.072471505937
1 2020-08-31 07,8538.273784148241
1 2020-08-31 08,8568.106159174438
1 2020-08-31 09,8613.545584418209
1 2020-08-31 10,8645.754880020715
1 2020-08-31 11,8668.678216299259
1 2020-08-31 12,8679.868428895612
1 2020-08-31 13,8690.971299970493
1 2020-08-31 14,8708.515730429408
1 2020-08-31 15,8747.822399957118
1 2020-08-31 16,8717.069297215428
1 2020-08-31 17,8709.711827707455
1 2020-08-31 18,8700.231186055249
1 2020-08-31 19,8703.975315937434
1 2020-08-31 20,8697.240539935843
1 2020-08-31 21,8691.313050676166
1 2020-08-31 22,8692.574804987593
1 2020-08-31 23,8682.804914786218
2 2020-08-25 00,1070.440534209188
2 2020-08-25 01,1059.381213680287
2 2020-08-25 02,1052.307574326665
2 2020-08-25 03,1047.9680913112543
2 2020-08-25 04,1047.0071602562068
2 2020-08-25 05,1047.0994298565256
2 2020-08-25 06,1174.4897267092626
2 2020-08-25 07,1602.3903808661203
2 2020-08-25 08,1982.912890331995
2 2020-08-25 09,2066.496819883347
2 2020-08-25 10,2079.288450533833
2 2020-08-25 11,2084.2082189579723
2 2020-08-25 12,2092.7861884898243
2 2020-08-25 13,2088.2655619449215
2 2020-08-25 14,2078.365995149532
2 2020-08-25 15,2048.925909663543
2 2020-08-25 16,2019.9322767013764
2 2020-08-25 17,1905.8688805915438
2 2020-08-25 18,1602.0099885723132
2 2020-08-25 19,1360.2137068870213
2 2020-08-25 20,1268.6783133762438
2 2020-08-25 21,1201.6005277873649
2 2020-08-25 22,1155.061204201886
2 2020-08-25 23,1136.8214416852202
2 2020-08-26 00,1102.6583444659125
2 2020-08-26 01,1092.8402592111333
2 2020-08-26 02,1091.3341244945652
2 2020-08-26 03,1088.2251853318865
2 2020-08-26 04,1086.4512304905718
2 2020-08-26 05,1088.2268321213244
2 2020-08-26 06,1204.9154283239534
2 2020-08-26 07,1634.281691572099
2 2020-08-26 08,1999.2707937079745
2 2020-08-26 09,2068.256010766315
2 2020-08-26 10,2072.137647478346
2 2020-08-26 11,2074.774037371006
2 2020-08-26 12,2081.0442251332593
2 2020-08-26 13,2076.311736565136
2 2020-08-26 14,2072.069014139316
2 2020-08-26 15,2040.1235862951175
2 2020-08-26 16,2010.628109960064
2 2020-08-26 17,1897.7881326193642
2 2020-08-26 18,1606.0683063654133
2 2020-08-26 19,1360.4947175305406
2 2020-08-26 20,1254.1693417568356
2 2020-08-26 21,1191.5430689111295
2 2020-08-26 22,1143.189644220792
2 2020-08-26 23,1127.3497889487442
2 2020-08-27 00,1090.340832643397
2 2020-08-27 01,1081.9292181051867
2 2020-08-27 02,1074.686179294753
2 2020-08-27 03,1069.7038536213468
2 2020-08-27 04,1057.552143801445
2 2020-08-27 05,1056.1715042339374
2 2020-08-27 06,1157.6896985344608
2 2020-08-27 07,1569.012008684742
2 2020-08-27 08,1935.8551934534696
2 2020-08-27 09,2009.2661536217684
2 2020-08-27 10,2012.4475663017986
2 2020-08-27 11,2014.2675602929921
2 2020-08-27 12,2017.6600172197318
2 2020-08-27 13,2025.7877844953075
2 2020-08-27 14,2018.820449309907
2 2020-08-27 15,1984.348803714724
2 2020-08-27 16,1957.9340006069976
2 2020-08-27 17,1845.6957903208263
2 2020-08-27 18,1558.0659060780856
2 2020-08-27 19,1314.3920994489636
2 2020-08-27 20,1219.2148106855914
2 2020-08-27 21,1159.9071941389589
2 2020-08-27 22,1109.7219351358888
2 2020-08-27 23,1094.2806213649528
2 2020-08-28 00,1056.1417349785402
2 2020-08-28 01,1048.849484665501
2 2020-08-28 02,1048.9896140953836
2 2020-08-28 03,1044.8373608158083
2 2020-08-28 04,1045.1063482094792
2 2020-08-28 05,1046.273586115779
2 2020-08-28 06,1166.409143620205
2 2020-08-28 07,1585.915614797396
2 2020-08-28 08,1930.5781546024677
2 2020-08-28 09,1991.4825150003367
2 2020-08-28 10,1990.7741435629434
2 2020-08-28 11,1999.944640581547
2 2020-08-28 12,1998.6570652625142
2 2020-08-28 13,1999.412812099621
2 2020-08-28 14,1991.8732128020831
2 2020-08-28 15,1978.5771149295874
2 2020-08-28 16,1956.0881114746423
2 2020-08-28 17,1840.4757833567728
2 2020-08-28 18,1554.1808989831536
2 2020-08-28 19,1313.5234008398781
2 2020-08-28 20,1221.4952122493194
2 2020-08-28 21,1157.7170476766134
2 2020-08-28 22,1113.7539824213277
2 2020-08-28 23,1082.353109885332
2 2020-08-29 00,1050.3743100234378
2 2020-08-29 01,1039.1487454077292
2 2020-08-29 02,1029.7158493449792
2 2020-08-29 03,1015.3325615754944
2 2020-08-29 04,1011.6803408819796
2 2020-08-29 05,1017.9940387571713
2 2020-08-29 06,1030.5381411984222
2 2020-08-29 07,1103.928248727765
2 2020-08-29 08,1204.6462307361533
2 2020-08-29 09,1246.4029350031203
2 2020-08-29 10,1243.6763657488789
2 2020-08-29 11,1241.2407800935284
2 2020-08-29 12,1245.7388099027885
2 2020-08-29 13,1255.0516195742318
2 2020-08-29 14,1260.2671422330627
2 2020-08-29 15,1254.7475978969592
2 2020-08-29 16,1250.8731914692487
2 2020-08-29 17,1235.1605611740022
2 2020-08-29 18,1195.675901025478
2 2020-08-29 19,1137.3813383827362
2 2020-08-29 20,1111.4392315161529
2 2020-08-29 21,1102.9715451501052
2 2020-08-29 22,1085.8822023582204
2 2020-08-29 23,1082.0740167543959
2 2020-08-30 00,1056.433009600075
2 2020-08-30 01,1044.2225708438575
2 2020-08-30 02,1037.0150763555926
2 2020-08-30 03,1031.4773221587243
2 2020-08-30 04,1032.6075420646453
2 2020-08-30 05,1034.6602140011826
2 2020-08-30 06,1044.4273832497515
2 2020-08-30 07,1095.3553530191732
2 2020-08-30 08,1155.2659920978315
2 2020-08-30 09,1185.8966768242876
2 2020-08-30 10,1191.341056880543
2 2020-08-30 11,1196.5948891051523
2 2020-08-30 12,1204.0380715973886
2 2020-08-30 13,1209.9477802669392
2 2020-08-30 14,1211.2115209045
2 2020-08-30 15,1208.4130858835567
2 2020-08-30 16,1204.042621035435
2 2020-08-30 17,1187.134104157686
2 2020-08-30 18,1157.949666882535
2 2020-08-30 19,1116.6157464195683
2 2020-08-30 20,1094.562245538737
2 2020-08-30 21,1089.1753088627797
2 2020-08-30 22,1075.9448053308004
2 2020-08-30 23,1067.9456880292555
2 2020-08-31 00,1058.0779863505961
2 2020-08-31 01,1040.6270792102212
2 2020-08-31 02,1032.7549207835907
2 2020-08-31 03,1029.0118039715906
2 2020-08-31 04,1022.8383692631265
2 2020-08-31 05,1026.8637840771037
2 2020-08-31 06,1145.506204078461
2 2020-08-31 07,1557.7906116045315
2 2020-08-31 08,1916.9655204462406
2 2020-08-31 09,1997.436788181329
2 2020-08-31 10,1998.5893623436425
2 2020-08-31 11,2003.7039621077508
2 2020-08-31 12,2003.8410324729552
2 2020-08-31 13,1994.9140441397788
2 2020-08-31 14,1977.9465690311647
2 2020-08-31 15,1956.595489557685
2 2020-08-31 16,1927.8997664752758
2 2020-08-31 17,1814.4178206812198
2 2020-08-31 18,1533.241174700687
2 2020-08-31 19,1301.3062464568304
2 2020-08-31 20,1190.0807520598885
2 2020-08-31 21,1126.4095357742822
2 2020-08-31 22,1071.3899867892526
2 2020-08-31 23,1050.0148397823064
3 2020-08-25 00,3455.604226246551
3 2020-08-25 01,3452.3412395988253
3 2020-08-25 02,3428.8835958482928
3 2020-08-25 03,3423.450155939912
3 2020-08-25 04,3423.136277451153
3 2020-08-25 05,3429.0221382207988
3 2020-08-25 06,3463.751783887397
3 2020-08-25 07,3491.5086239452157
3 2020-08-25 08,3539.866467663315
3 2020-08-25 09,3570.713342132768
3 2020-08-25 10,3577.779542247844
3 2020-08-25 11,3573.985894207075
3 2020-08-25 12,3580.553255448043
3 2020-08-25 13,3585.3625001744576
3 2020-08-25 14,3596.1833817660518
3 2020-08-25 15,3592.702074355433
3 2020-08-25 16,3596.639527370249
3 2020-08-25 17,3589.664128077848
3 2020-08-25 18,3547.8347870843627
3 2020-08-25 19,3520.5697318829148
3 2020-08-25 20,3513.46078919035
3 2020-08-25 21,3499.0638857989984
3 2020-08-25 22,3492.8479462567616
3 2020-08-25 23,3484.3800140964167
3 2020-08-26 00,3476.0450372462583
3 2020-08-26 01,3478.243375086235
3 2020-08-26 02,3482.009695679474
3 2020-08-26 03,3470.93267209622
3 2020-08-26 04,3484.7312596610864
3 2020-08-26 05,3490.9018944594254
3 2020-08-26 06,3524.427517840485
3 2020-08-26 07,3536.520196504846
3 2020-08-26 08,3557.4495388386836
3 2020-08-26 09,3574.755872186314
3 2020-08-26 10,3578.0584244461925
3 2020-08-26 11,3570.8803015459125
3 2020-08-26 12,3576.124513444717
3 2020-08-26 13,3582.394732663845
3 2020-08-26 14,3592.7317695455563
3 2020-08-26 15,3594.317989208945
3 2020-08-26 16,3597.2422138345023
3 2020-08-26 17,3590.8098532160197
3 2020-08-26 18,3550.072758555052
3 2020-08-26 19,3522.079291883627
3 2020-08-26 20,3514.889535249609
3 2020-08-26 21,3500.34839583702
3 2020-08-26 22,3481.3558509191544
3 2020-08-26 23,3476.209564183154
3 2020-08-27 00,3451.229063096723
3 2020-08-27 01,3448.786804958352
3 2020-08-27 02,3446.655932628562
3 2020-08-27 03,3432.1435421925157
3 2020-08-27 04,3454.3875446450556
3 2020-08-27 05,3469.0062066414303
3 2020-08-27 06,3521.0730504970657
3 2020-08-27 07,3511.865239886516
3 2020-08-27 08,3537.6549402338974
3 2020-08-27 09,3550.831593948123
3 2020-08-27 10,3573.881852223438
3 2020-08-27 11,3575.4298491607065
3 2020-08-27 12,3578.6526089813337
3 2020-08-27 13,3583.58272541256
3 2020-08-27 14,3589.0538456215577
3 2020-08-27 15,3590.433354420632
3 2020-08-27 16,3590.7716576023995
3 2020-08-27 17,3582.0031926072243
3 2020-08-27 18,3538.1819273295164
3 2020-08-27 19,3505.6569611429377
3 2020-08-27 20,3479.8864921867225
3 2020-08-27 21,3457.0447795792948
3 2020-08-27 22,3451.115431433648
3 2020-08-27 23,3452.5771812136554
3 2020-08-28 00,3428.836672109381
3 2020-08-28 01,3426.284064562431
3 2020-08-28 02,3420.5246681271487
3 2020-08-28 03,3421.5765213565332
3 2020-08-28 04,3418.9310847657284
3 2020-08-28 05,3430.0375722501626
3 2020-08-28 06,3466.6391167198394
3 2020-08-28 07,3493.976527167346
3 2020-08-28 08,3537.6981849398044
3 2020-08-28 09,3561.963320859174
3 2020-08-28 10,3570.590828405591
3 2020-08-28 11,3574.1964954526507
3 2020-08-28 12,3583.5426322195103
3 2020-08-28 13,3586.6877360497333
3 2020-08-28 14,3593.651013396758
3 2020-08-28 15,3590.28560266984
3 2020-08-28 16,3588.956670397637
3 2020-08-28 17,3576.883309849683
3 2020-08-28 18,3531.0985175443466
3 2020-08-28 19,3498.4458998437735
3 2020-08-28 20,3475.580445285169
3 2020-08-28 21,3456.7517829857816
3 2020-08-28 22,3451.3442902860943
3 2020-08-28 23,3452.2840964726784
3 2020-08-29 00,3427.0285073033256
3 2020-08-29 01,3425.9235893980226
3 2020-08-29 02,3421.77763547064
3 2020-08-29 03,3421.4161168106903
3 2020-08-29 04,3417.6128784028165
3 2020-08-29 05,3415.0007420784414
3 2020-08-29 06,3414.833116242889
3 2020-08-29 07,3421.9228591384353
3 2020-08-29 08,3443.0823683750955
3 2020-08-29 09,3451.86994796345
3 2020-08-29 10,3463.856499941691
3 2020-08-29 11,3465.7311251361907
3 2020-08-29 12,3471.227605544526
3 2020-08-29 13,3475.0641055945725
3 2020-08-29 14,3482.137152061432
3 2020-08-29 15,3481.13898288612
3 2020-08-29 16,3480.3055589613373
3 2020-08-29 17,3449.7478111973955
3 2020-08-29 18,3431.16965828913
3 2020-08-29 19,3423.6339855204074
3 2020-08-29 20,3421.304233583615
3 2020-08-29 21,3416.0957670709004
3 2020-08-29 22,3414.482986883741
3 2020-08-29 23,3438.0932563703673
3 2020-08-30 00,3409.579500813294
3 2020-08-30 01,3410.508014522625
3 2020-08-30 02,3410.021935195399
3 2020-08-30 03,3408.0431129391336
3 2020-08-30 04,3409.855087418601
3 2020-08-30 05,3409.2921647129037
3 2020-08-30 06,3402.919652138302
3 2020-08-30 07,3399.3527525021796
3 2020-08-30 08,3400.9756778418573
3 2020-08-30 09,3400.5297917878943
3 2020-08-30 10,3400.651693302513
3 2020-08-30 11,3401.689467322759
3 2020-08-30 12,3407.934136572311
3 2020-08-30 13,3422.0578143298303
3 2020-08-30 14,3430.8019381067147
3 2020-08-30 15,3434.879812910413
3 2020-08-30 16,3434.823165973583
3 2020-08-30 17,3428.7530804742205
3 2020-08-30 18,3431.6051245140857
3 2020-08-30 19,3431.6681335031603
3 2020-08-30 20,3415.808380261797
3 2020-08-30 21,3409.284854071125
3 2020-08-30 22,3405.604288436576
3 2020-08-30 23,3409.052444737429
3 2020-08-31 00,3423.504883344951
3 2020-08-31 01,3417.229883254179
3 2020-08-31 02,3415.7379314292775
3 2020-08-31 03,3416.841650183301
3 2020-08-31 04,3415.207091206595
3 2020-08-31 05,3419.7079047798197
3 2020-08-31 06,3445.0688342079256
3 2020-08-31 07,3459.7515770142086
3 2020-08-31 08,3504.9298867333396
3 2020-08-31 09,3530.672763431526
3 2020-08-31 10,3539.8511845209973
3 2020-08-31 11,3538.369605131102
3 2020-08-31 12,3557.353319854
3 2020-08-31 13,3562.133305026775
3 2020-08-31 14,3571.4931329992646
3 2020-08-31 15,3572.5992667248383
3 2020-08-31 16,3575.532589136881
3 2020-08-31 17,3567.0872529315984
3 2020-08-31 18,3536.427317227823
3 2020-08-31 19,3515.338575865387
3 2020-08-31 20,3499.86039209139
3 2020-08-31 21,3492.3984343188554
3 2020-08-31 22,3485.9993832799382
3 2020-08-31 23,3478.855435845639
4 2020-08-25 00,353.71610954115147
4 2020-08-25 01,350.2350401679455
4 2020-08-25 02,339.53658808285627
4 2020-08-25 03,343.66747703293777
4 2020-08-25 04,351.94173442327565
4 2020-08-25 05,370.6170578849934
4 2020-08-25 06,386.8605190192612
4 2020-08-25 07,385.95825587424196
4 2020-08-25 08,721.9139969455035
4 2020-08-25 09,931.8949787627882
4 2020-08-25 10,1139.0792706393968
4 2020-08-25 11,1193.7965209457093
4 2020-08-25 12,1193.391768559538
4 2020-08-25 13,1217.4779260257674
4 2020-08-25 14,1256.5588460136282
4 2020-08-25 15,1276.7567467032036
4 2020-08-25 16,1268.4643665582917
4 2020-08-25 17,1215.3770165821134
4 2020-08-25 18,1048.7686733038543
4 2020-08-25 19,843.0635630600748
4 2020-08-25 20,629.2090575685936
4 2020-08-25 21,507.2309275970654
4 2020-08-25 22,425.23757947302005
4 2020-08-25 23,397.18932786415894
4 2020-08-26 00,367.00253066309193
4 2020-08-26 01,366.3878942080794
4 2020-08-26 02,361.8309570165107
4 2020-08-26 03,364.3648306382261
4 2020-08-26 04,363.0734952610224
4 2020-08-26 05,374.3379206280115
4 2020-08-26 06,383.82020995139777
4 2020-08-26 07,376.63359679325185
4 2020-08-26 08,762.8521431569335
4 2020-08-26 09,1073.5671870529661
4 2020-08-26 10,1360.6456291935258
4 2020-08-26 11,1407.51349662618
4 2020-08-26 12,1443.0528156570447
4 2020-08-26 13,1456.8368221414396
4 2020-08-26 14,1465.1439039227675
4 2020-08-26 15,1475.2101056886063
4 2020-08-26 16,1442.1706413216828
4 2020-08-26 17,1351.0948569513182
4 2020-08-26 18,1081.0230459223014
4 2020-08-26 19,872.7704648242468
4 2020-08-26 20,651.2865271358122
4 2020-08-26 21,530.9475332184528
4 2020-08-26 22,440.91194620039926
4 2020-08-26 23,426.6364560651706
4 2020-08-27 00,373.3191493439781
4 2020-08-27 01,368.2702988740865
4 2020-08-27 02,366.4296724658064
4 2020-08-27 03,365.71778814690714
4 2020-08-27 04,377.98792910260374
4 2020-08-27 05,385.15980355983345
4 2020-08-27 06,396.6869234382054
4 2020-08-27 07,404.69306931514905
4 2020-08-27 08,849.1347922997463
4 2020-08-27 09,1210.2671602064106
4 2020-08-27 10,1499.6443692178539
4 2020-08-27 11,1561.3451810909746
4 2020-08-27 12,1567.3109250810596
4 2020-08-27 13,1574.5700464193478
4 2020-08-27 14,1574.5312238369384
4 2020-08-27 15,1579.1555596401017
4 2020-08-27 16,1556.017690079726
4 2020-08-27 17,1439.5313214417756
4 2020-08-27 18,1130.7681754447588
4 2020-08-27 19,895.0464260745208
4 2020-08-27 20,653.1541472131069
4 2020-08-27 21,536.0229522834611
4 2020-08-27 22,460.8426242686822
4 2020-08-27 23,446.262840951247
4 2020-08-28 00,410.1681617861007
4 2020-08-28 01,410.4999162526807
4 2020-08-28 02,414.6942711945223
4 2020-08-28 03,409.0023088415639
4 2020-08-28 04,408.7851597003323
4 2020-08-28 05,420.55567145950204
4 2020-08-28 06,433.3377796466311
4 2020-08-28 07,438.3027195193832
4 2020-08-28 08,891.9108718740179
4 2020-08-28 09,1328.4808231578315
4 2020-08-28 10,1665.0017225415436
4 2020-08-28 11,1734.7979914934922
4 2020-08-28 12,1741.1532301172258
4 2020-08-28 13,1740.9280852951492
4 2020-08-28 14,1724.37836136933
4 2020-08-28 15,1726.0900603007392
4 2020-08-28 16,1676.6698051055894
4 2020-08-28 17,1531.6561654882094
4 2020-08-28 18,1170.3436659861409
4 2020-08-28 19,935.583281610764
4 2020-08-28 20,706.1543887955104
4 2020-08-28 21,579.438876833999
4 2020-08-28 22,486.59867943589455
4 2020-08-28 23,482.0000807937609
4 2020-08-29 00,430.58544634921964
4 2020-08-29 01,429.71487735563727
4 2020-08-29 02,424.0629147590285
4 2020-08-29 03,428.14865471065286
4 2020-08-29 04,428.3331031943542
4 2020-08-29 05,436.9765090117711
4 2020-08-29 06,448.2008544493711
4 2020-08-29 07,450.3401751536961
4 2020-08-29 08,899.3279715727452
4 2020-08-29 09,1402.015805100682
4 2020-08-29 10,1752.7015566646369
4 2020-08-29 11,1812.3756676261628
4 2020-08-29 12,1840.1742824153966
4 2020-08-29 13,1812.6999131845694
4 2020-08-29 14,1804.2203446791857
4 2020-08-29 15,1814.1962045167745
4 2020-08-29 16,1781.1184441527391
4 2020-08-29 17,1614.468307876288
4 2020-08-29 18,1253.0396472410505
4 2020-08-29 19,997.3096383136849
4 2020-08-29 20,749.0504838317092
4 2020-08-29 21,623.1325637668481
4 2020-08-29 22,521.8347379598835
4 2020-08-29 23,502.3325814814354
4 2020-08-30 00,395.5255146587698
4 2020-08-30 01,394.174584948864
4 2020-08-30 02,394.06427147228135
4 2020-08-30 03,396.8360856788058
4 2020-08-30 04,405.3200509674406
4 2020-08-30 05,418.15568096741237
4 2020-08-30 06,429.9642903488983
4 2020-08-30 07,422.8654707090163
4 2020-08-30 08,770.8294010984852
4 2020-08-30 09,1097.1486601603383
4 2020-08-30 10,1361.3762845632236
4 2020-08-30 11,1430.0045226768016
4 2020-08-30 12,1427.123959919485
4 2020-08-30 13,1477.465595629776
4 2020-08-30 14,1495.2651700349304
4 2020-08-30 15,1515.783396704505
4 2020-08-30 16,1477.4594137355973
4 2020-08-30 17,1356.1338983755954
4 2020-08-30 18,1081.1515754998754
4 2020-08-30 19,854.0109620580138
4 2020-08-30 20,660.0484175033126
4 2020-08-30 21,553.9916129899044
4 2020-08-30 22,474.05943674515174
4 2020-08-30 23,469.1909417668374
4 2020-08-31 00,347.6197904167193
4 2020-08-31 01,357.0956371759565
4 2020-08-31 02,351.312462073666
4 2020-08-31 03,353.2381403448101
4 2020-08-31 04,360.10591558910323
4 2020-08-31 05,362.1383871472896
4 2020-08-31 06,373.10295181341354
4 2020-08-31 07,379.2136849106837
4 2020-08-31 08,724.1061883676774
4 2020-08-31 09,950.3669495630986
4 2020-08-31 10,1198.2314639031051
4 2020-08-31 11,1245.88456198267
4 2020-08-31 12,1257.7523379855809
4 2020-08-31 13,1281.536812535567
4 2020-08-31 14,1296.15886241433
4 2020-08-31 15,1293.7693840099407
4 2020-08-31 16,1273.505862936693
4 2020-08-31 17,1182.4102333462417
4 2020-08-31 18,967.461597810571
4 2020-08-31 19,792.6475405359758
4 2020-08-31 20,610.5348258731872
4 2020-08-31 21,519.8208941646324
4 2020-08-31 22,433.7935582622623
4 2020-08-31 23,417.07548210018143
5 2020-08-25 00,3218.761794658974
5 2020-08-25 01,3144.828621770369
5 2020-08-25 02,3113.009760534344
5 2020-08-25 03,3119.0727312316326
5 2020-08-25 04,3143.221955000307
5 2020-08-25 05,2817.4472043133474
5 2020-08-25 06,2567.2520912972545
5 2020-08-25 07,2488.947471231906
5 2020-08-25 08,2897.912086769096
5 2020-08-25 09,3139.619453932491
5 2020-08-25 10,3433.110004288521
5 2020-08-25 11,3481.2817814337072
5 2020-08-25 12,3320.1166736914306
5 2020-08-25 13,3307.3849729983626
5 2020-08-25 14,3269.465697093334
5 2020-08-25 15,3233.8200781813607
5 2020-08-25 16,3119.136779580714
5 2020-08-25 17,3001.9419508227766
5 2020-08-25 18,2789.5023465573536
5 2020-08-25 19,3245.0695570579924
5 2020-08-25 20,3412.4527509697896
5 2020-08-25 21,3394.9945774400676
5 2020-08-25 22,3351.9510013529516
5 2020-08-25 23,3317.737813796241
5 2020-08-26 00,3159.0154030578833
5 2020-08-26 01,3136.6075485252363
5 2020-08-26 02,3124.000986235965
5 2020-08-26 03,3117.467912138092
5 2020-08-26 04,3117.7741062970167
5 2020-08-26 05,2835.4595411641003
5 2020-08-26 06,2619.3798896327503
5 2020-08-26 07,2566.0085688586582
5 2020-08-26 08,2902.590248157725
5 2020-08-26 09,3083.181770793735
5 2020-08-26 10,3356.572670398558
5 2020-08-26 11,3422.915354263864
5 2020-08-26 12,3300.8988620914756
5 2020-08-26 13,3253.317548120805
5 2020-08-26 14,3172.0793908332435
5 2020-08-26 15,3145.802854837706
5 2020-08-26 16,3049.430352444282
5 2020-08-26 17,2946.577111137384
5 2020-08-26 18,2767.649872871472
5 2020-08-26 19,3256.3535636467245
5 2020-08-26 20,3463.6033505421765
5 2020-08-26 21,3469.159219989608
5 2020-08-26 22,3442.970408811626
5 2020-08-26 23,3390.846246755967
5 2020-08-27 00,3264.16056237069
